chrom	pos	strand	cov	percent_mod
JBJJSR010000001.1	4784082	+	14	95.25
JBJJSR010000001.1	4784570	-	333	1.47
JBJJSR010000001.1	4784663	+	341	87.0
JBJJSR010000001.1	4784826	-	306	6.42
JBJJSR010000001.1	4784829	-	285	1.37
JBJJSR010000001.1	4784831	+	395	75.0
JBJJSR010000001.1	4784844	-	282	2.73
JBJJSR010000001.1	4784897	+	300	1.61
JBJJSR010000001.1	4785145	-	334	60.0
JBJJSR010000001.1	4785300	-	349	4.12
JBJJSR010000001.1	4785346	+	193	1.02
JBJJSR010000001.1	4785362	-	21	93.71
JBJJSR010000001.1	4785364	+	47	81.27
JBJJSR010000001.1	4785392	-	253	1.94
JBJJSR010000001.1	4786094	+	380	78.0
JBJJSR010000001.1	4786408	+	386	77.0
JBJJSR010000001.1	4786503	-	317	4.23
JBJJSR010000001.1	4787041	-	366	81.0
JBJJSR010000001.1	4787103	-	27	3.57
JBJJSR010000001.1	4787120	+	312	63.0
JBJJSR010000001.1	4787168	-	352	1.12
JBJJSR010000001.1	4787233	-	347	3.06
JBJJSR010000001.1	4787554	-	15	94.7
JBJJSR010000001.1	4787556	+	12	95.62
JBJJSR010000001.1	4787847	-	347	9.16
JBJJSR010000001.1	4789688	+	380	1.04
JBJJSR010000001.1	4789841	-	284	70.0
JBJJSR010000001.1	4789917	-	389	1.02
JBJJSR010000001.1	4789975	-	266	75.0
JBJJSR010000001.1	4790402	+	304	97.0
JBJJSR010000001.1	4790548	-	409	73.0
JBJJSR010000001.1	4790851	-	3	99.13
JBJJSR010000001.1	4790853	+	18	94.44
JBJJSR010000001.1	4790875	-	373	2.1
JBJJSR010000001.1	4790881	-	7	97.84
JBJJSR010000001.1	4790883	+	12	96.26
JBJJSR010000001.1	4790896	-	319	93.0
JBJJSR010000001.1	4791238	-	358	1.1
JBJJSR010000001.1	4791844	-	334	5.65
JBJJSR010000001.1	4792222	-	236	2.37
JBJJSR010000001.1	4792696	-	16	94.77
JBJJSR010000001.1	4792698	+	15	94.36
JBJJSR010000001.1	4793039	+	369	1.6
JBJJSR010000001.1	4793159	+	393	76.0
JBJJSR010000001.1	4793238	-	344	86.0
JBJJSR010000001.1	4793522	-	258	1.53
JBJJSR010000001.1	4793546	-	54	72.22
JBJJSR010000001.1	4793548	+	34	86.4
JBJJSR010000001.1	4793561	-	358	83.0
JBJJSR010000001.1	4793582	-	330	2.07
JBJJSR010000001.1	4793735	-	215	2.21
JBJJSR010000001.1	4794079	-	323	62.0
JBJJSR010000001.1	4794139	+	398	75.0
JBJJSR010000001.1	4794248	-	330	1.79
JBJJSR010000001.1	4794384	+	322	3.01
JBJJSR010000001.1	4794410	+	374	2.09
JBJJSR010000001.1	4794609	+	327	61.0
JBJJSR010000001.1	4794653	-	296	67.0
JBJJSR010000001.1	4794856	+	262	1.49
JBJJSR010000001.1	4795678	+	349	85.0
JBJJSR010000001.1	4795997	-	314	63.0
JBJJSR010000001.1	4796039	+	327	61.0
JBJJSR010000001.1	4796847	-	4	96.62
JBJJSR010000001.1	4796849	+	13	96.11
JBJJSR010000001.1	4796872	-	307	2.84
JBJJSR010000001.1	4796890	-	11	94.96
JBJJSR010000001.1	4796892	+	11	96.7
JBJJSR010000001.1	4797025	-	278	71.0
JBJJSR010000001.1	4798064	-	263	1.13
JBJJSR010000001.1	4798424	-	311	1.58
JBJJSR010000001.1	4798432	-	361	2.7
JBJJSR010000001.1	4798879	+	363	1.89
JBJJSR010000001.1	4799101	-	267	1.45
JBJJSR010000001.1	4799347	+	409	97.0
JBJJSR010000001.1	4800185	-	373	1.06
JBJJSR010000001.1	4800568	-	357	4.29
JBJJSR010000001.1	4800667	-	39	2.5
JBJJSR010000001.1	4800690	+	389	76.0
JBJJSR010000001.1	4800871	-	323	4.71
JBJJSR010000001.1	4800884	-	376	1.57
JBJJSR010000001.1	4802070	+	296	1.66
JBJJSR010000001.1	4802093	-	324	2.99
JBJJSR010000001.1	4802389	-	344	86.0
JBJJSR010000001.1	4802600	-	352	1.12
JBJJSR010000001.1	4802717	-	9	96.82
JBJJSR010000001.1	4802719	+	20	91.06
JBJJSR010000001.1	4802746	-	326	61.0
JBJJSR010000001.1	4803233	+	389	1.52
JBJJSR010000001.1	4803387	-	368	1.08
JBJJSR010000001.1	4803527	-	389	1.02
JBJJSR010000001.1	4804302	-	284	1.05
JBJJSR010000001.1	4804404	-	307	97.0
JBJJSR010000001.1	4804414	+	356	1.11
JBJJSR010000001.1	4804799	+	361	3.73
JBJJSR010000001.1	4804832	+	373	2.36
JBJJSR010000001.1	4804913	-	315	1.25
JBJJSR010000001.1	4805050	+	372	2.36
JBJJSR010000001.1	4805248	+	356	84.0
JBJJSR010000001.1	4805360	-	285	1.71
JBJJSR010000001.1	4805397	+	259	4.76
JBJJSR010000001.1	4805585	-	21	90.41
JBJJSR010000001.1	4805587	+	21	92.31
JBJJSR010000001.1	4805613	-	356	1.11
JBJJSR010000001.1	4805673	-	257	77.0
JBJJSR010000001.1	4805682	+	344	1.15
JBJJSR010000001.1	4805687	-	273	2.15
JBJJSR010000001.1	4805745	-	340	1.73
JBJJSR010000001.1	4805822	-	37	2.63
JBJJSR010000001.1	4805839	-	345	2.26
JBJJSR010000001.1	4806010	+	46	2.04
JBJJSR010000001.1	4806243	-	350	1.13
JBJJSR010000001.1	4806444	-	357	2.19
JBJJSR010000001.1	4806448	-	301	98.0
JBJJSR010000001.1	4806682	+	351	1.12
JBJJSR010000001.1	4806770	+	262	75.0
JBJJSR010000001.1	4806781	+	262	1.13
JBJJSR010000001.1	4806782	-	288	4.0
JBJJSR010000001.1	4807231	-	6	98.21
JBJJSR010000001.1	4807233	+	22	94.46
JBJJSR010000001.1	4807257	-	12	94.94
JBJJSR010000001.1	4807259	+	7	98.06
JBJJSR010000001.1	4807336	-	321	93.0
JBJJSR010000001.1	4807368	-	3	99.17
JBJJSR010000001.1	4807370	+	2	99.34
JBJJSR010000001.1	4807431	-	271	2.15
JBJJSR010000001.1	4807477	-	309	96.0
JBJJSR010000001.1	4807948	+	379	2.07
JBJJSR010000001.1	4808704	-	265	1.12
JBJJSR010000001.1	4808936	+	264	75.0
JBJJSR010000001.1	4809088	-	326	1.21
JBJJSR010000001.1	4809428	+	232	1.69
JBJJSR010000001.1	4809429	-	30	79.45
JBJJSR010000001.1	4809431	+	13	94.86
JBJJSR010000001.1	4809432	-	197	1.49
JBJJSR010000001.1	4809451	+	368	1.08
JBJJSR010000001.1	4809468	+	185	1.59
JBJJSR010000001.1	4809511	-	11	96.53
JBJJSR010000001.1	4809513	+	29	90.3
JBJJSR010000001.1	4809534	-	356	84.0
JBJJSR010000001.1	4809623	-	332	60.0
JBJJSR010000001.1	4809625	+	380	1.81
JBJJSR010000001.1	4809805	-	287	3.37
JBJJSR010000001.1	4809826	+	377	79.0
JBJJSR010000001.1	4809827	-	245	2.78
JBJJSR010000001.1	4810317	-	366	81.0
JBJJSR010000001.1	4810532	-	316	94.0
JBJJSR010000001.1	4810648	-	238	83.0
JBJJSR010000001.1	4810743	+	383	78.0
JBJJSR010000001.1	4810750	-	312	3.41
JBJJSR010000001.1	4810790	+	387	1.53
JBJJSR010000001.1	4811061	+	362	82.0
JBJJSR010000001.1	4811135	-	307	1.28
JBJJSR010000001.1	4811322	-	11	96.31
JBJJSR010000001.1	4811324	+	20	92.67
JBJJSR010000001.1	4811448	+	336	2.03
JBJJSR010000001.1	4811468	+	347	1.97
JBJJSR010000001.1	4811638	-	299	66.0
JBJJSR010000001.1	4811748	-	13	95.62
JBJJSR010000001.1	4811750	+	14	96.16
JBJJSR010000001.1	4812387	-	308	1.9
JBJJSR010000001.1	4812418	+	321	62.0
JBJJSR010000001.1	4812950	-	13	95.15
JBJJSR010000001.1	4812952	+	8	97.97
JBJJSR010000001.1	4813104	-	334	1.47
JBJJSR010000001.1	4813542	-	20	93.94
JBJJSR010000001.1	4813544	+	44	82.86
JBJJSR010000001.1	4813665	-	12	95.96
JBJJSR010000001.1	4813667	+	63	68.92
JBJJSR010000001.1	4813916	-	358	1.65
JBJJSR010000001.1	4814056	-	305	97.0
JBJJSR010000001.1	4814385	+	403	1.47
JBJJSR010000001.1	4814475	-	4	98.79
JBJJSR010000001.1	4814477	+	9	97.57
JBJJSR010000001.1	4814636	-	19	90.78
JBJJSR010000001.1	4814638	+	10	97.23
JBJJSR010000001.1	4815052	+	412	72.0
JBJJSR010000001.1	4815124	+	356	83.0
JBJJSR010000001.1	4815278	-	392	76.0
JBJJSR010000001.1	4815428	+	294	1.67
JBJJSR010000001.1	4815431	+	320	62.0
JBJJSR010000001.1	4815467	-	264	75.0
JBJJSR010000001.1	4816021	-	364	1.36
JBJJSR010000001.1	4816331	+	363	82.0
JBJJSR010000001.1	4816402	+	355	1.66
JBJJSR010000001.1	4816906	-	167	47.65
JBJJSR010000001.1	4816908	+	11	96.92
JBJJSR010000001.1	4816909	-	19	94.08
JBJJSR010000001.1	4816911	+	73	76.9
JBJJSR010000001.1	4817017	-	342	1.16
JBJJSR010000001.1	4817117	-	12	96.03
JBJJSR010000001.1	4817119	+	18	94.16
JBJJSR010000001.1	4817185	-	332	60.0
JBJJSR010000001.1	4817200	-	12	96.18
JBJJSR010000001.1	4817202	+	20	91.42
JBJJSR010000001.1	4817281	+	382	2.05
JBJJSR010000001.1	4817295	+	315	1.55
JBJJSR010000001.1	4817376	-	6	97.57
JBJJSR010000001.1	4817378	+	10	96.89
JBJJSR010000001.1	4818038	-	373	1.06
JBJJSR010000001.1	4818158	+	348	85.0
JBJJSR010000001.1	4818268	+	393	1.26
JBJJSR010000001.1	4818451	-	297	100.0
JBJJSR010000001.1	4818999	+	293	1.34
JBJJSR010000001.1	4819183	-	18	94.51
JBJJSR010000001.1	4819185	+	14	94.93
JBJJSR010000001.1	4819237	+	395	2.71
JBJJSR010000001.1	4819430	+	339	1.17
JBJJSR010000001.1	4819553	+	337	2.31
JBJJSR010000001.1	4819870	+	342	2.01
JBJJSR010000001.1	4819871	-	381	78.0
JBJJSR010000001.1	4820207	-	337	5.32
JBJJSR010000001.1	4820263	-	366	81.0
JBJJSR010000001.1	4820419	-	81	49.38
JBJJSR010000001.1	4820421	+	17	92.06
JBJJSR010000001.1	4820444	-	387	1.53
JBJJSR010000001.1	4820619	+	256	78.0
JBJJSR010000001.1	4820665	-	305	65.0
JBJJSR010000001.1	4820668	-	299	66.0
JBJJSR010000001.1	4820803	-	350	85.0
JBJJSR010000001.1	4820883	-	320	62.0
JBJJSR010000001.1	4821080	-	3	99.1
JBJJSR010000001.1	4821082	+	5	98.58
JBJJSR010000001.1	4821318	+	336	1.75
JBJJSR010000001.1	4821805	-	351	85.0
JBJJSR010000001.1	4822311	+	353	1.94
JBJJSR010000001.1	4822521	+	397	1.49
JBJJSR010000001.1	4822543	-	11	96.43
JBJJSR010000001.1	4822545	+	25	87.62
JBJJSR010000001.1	4822706	+	273	72.0
JBJJSR010000001.1	4823415	+	303	98.0
JBJJSR010000001.1	4823416	-	212	3.64
JBJJSR010000001.1	4823449	-	11	96.55
JBJJSR010000001.1	4823451	+	3	99.05
JBJJSR010000001.1	4823895	-	16	94.65
JBJJSR010000001.1	4823897	+	8	97.05
JBJJSR010000001.1	4824025	-	325	61.0
JBJJSR010000001.1	4824104	+	378	1.31
JBJJSR010000001.1	4824114	-	316	94.0
JBJJSR010000001.1	4824219	+	349	85.0
JBJJSR010000001.1	4824359	+	327	2.39
JBJJSR010000001.1	4824703	+	378	1.05
JBJJSR010000001.1	4824800	+	276	71.0
JBJJSR010000001.1	4824840	-	22	89.0
JBJJSR010000001.1	4824842	+	28	88.52
JBJJSR010000001.1	4825806	-	301	66.0
JBJJSR010000001.1	4826449	+	333	1.19
JBJJSR010000001.1	4826707	-	323	92.0
JBJJSR010000001.1	4827399	+	387	1.27
JBJJSR010000001.1	4827470	-	301	66.0
JBJJSR010000001.1	4827704	+	357	1.92
JBJJSR010000001.1	4827917	-	377	79.0
JBJJSR010000001.1	4827928	+	396	1.49
JBJJSR010000001.1	4827974	-	367	2.39
JBJJSR010000001.1	4827988	+	304	65.0
JBJJSR010000001.1	4828339	-	320	62.0
JBJJSR010000001.1	4828504	-	329	60.0
JBJJSR010000001.1	4828512	-	372	1.59
JBJJSR010000001.1	4828656	+	314	63.0
JBJJSR010000001.1	4828959	-	19	94.01
JBJJSR010000001.1	4828961	+	11	96.43
JBJJSR010000001.1	4829000	-	379	79.0
JBJJSR010000001.1	4829006	-	318	62.0
JBJJSR010000001.1	4829057	-	24	4.0
JBJJSR010000001.1	4829285	+	374	1.06
JBJJSR010000001.1	4829469	-	263	75.0
JBJJSR010000001.1	4829731	-	260	1.14
JBJJSR010000001.1	4830045	-	392	1.01
JBJJSR010000001.1	4830096	+	403	98.0
JBJJSR010000001.1	4830630	-	368	1.08
JBJJSR010000001.1	4830642	-	325	1.52
JBJJSR010000001.1	4830726	-	369	81.0
JBJJSR010000001.1	4830982	-	13	96.04
JBJJSR010000001.1	4830984	+	18	94.74
JBJJSR010000001.1	4831010	-	27	88.26
JBJJSR010000001.1	4831012	+	7	98.11
JBJJSR010000001.1	4831193	-	2	99.43
JBJJSR010000001.1	4831195	+	13	95.42
JBJJSR010000001.1	4831291	+	346	1.14
JBJJSR010000001.1	4831411	-	11	93.12
JBJJSR010000001.1	4831413	+	12	95.75
JBJJSR010000001.1	4831450	-	213	87.0
JBJJSR010000001.1	4831461	-	280	1.06
JBJJSR010000001.1	4831845	-	377	2.33
JBJJSR010000001.1	4832330	-	137	2.11
JBJJSR010000001.1	4832858	+	398	100.0
JBJJSR010000001.1	4833042	-	391	1.26
JBJJSR010000001.1	4833360	-	317	63.0
JBJJSR010000001.1	4833638	+	389	1.02
JBJJSR010000001.1	4833676	-	311	96.0
JBJJSR010000001.1	4833807	-	345	86.0
JBJJSR010000001.1	4833999	-	289	3.02
JBJJSR010000001.1	4834225	+	384	1.79
JBJJSR010000001.1	4834835	+	367	1.07
JBJJSR010000001.1	4835315	+	295	1.92
JBJJSR010000001.1	4835385	-	331	1.19
JBJJSR010000001.1	4835724	-	238	83.0
JBJJSR010000001.1	4835843	-	373	1.06
JBJJSR010000001.1	4836332	-	375	79.0
JBJJSR010000001.1	4836399	+	353	1.12
JBJJSR010000001.1	4836989	+	392	76.0
JBJJSR010000001.1	4837030	-	27	3.57
JBJJSR010000001.1	4837094	-	334	3.19
JBJJSR010000001.1	4837142	-	370	1.6
JBJJSR010000001.1	4837507	+	404	2.42
JBJJSR010000001.1	4837519	-	366	2.14
JBJJSR010000001.1	4837730	-	349	2.24
JBJJSR010000001.1	4839140	+	386	1.03
JBJJSR010000001.1	4839148	+	355	1.11
JBJJSR010000001.1	4839374	+	337	88.0
JBJJSR010000001.1	4839689	+	347	85.0
JBJJSR010000001.1	4839775	-	311	64.0
JBJJSR010000001.1	4840044	+	384	78.0
JBJJSR010000001.1	4840131	-	18	95.19
JBJJSR010000001.1	4840133	+	8	97.08
JBJJSR010000001.1	4840146	-	302	98.0
JBJJSR010000001.1	4840218	+	381	78.0
JBJJSR010000001.1	4840248	-	13	96.46
JBJJSR010000001.1	4840250	+	16	85.05
JBJJSR010000001.1	4840373	+	327	2.67
JBJJSR010000001.1	4840374	-	345	1.15
JBJJSR010000001.1	4840756	-	412	1.44
JBJJSR010000001.1	4840852	-	279	71.0
JBJJSR010000001.1	4840879	+	327	61.0
JBJJSR010000001.1	4841033	+	330	60.0
JBJJSR010000001.1	4841189	+	270	1.09
JBJJSR010000001.1	4841228	+	269	1.09
JBJJSR010000001.1	4841272	-	123	80.0
JBJJSR010000001.1	4841542	-	314	1.26
JBJJSR010000001.1	4841801	+	313	95.0
JBJJSR010000001.1	4842280	-	322	92.0
JBJJSR010000001.1	4842286	-	14	95.8
JBJJSR010000001.1	4842288	+	24	80.33
JBJJSR010000001.1	4842343	-	351	2.77
JBJJSR010000001.1	4842761	+	410	97.0
JBJJSR010000001.1	4842806	-	274	72.0
JBJJSR010000001.1	4843069	-	235	4.86
JBJJSR010000001.1	4843428	-	322	62.0
JBJJSR010000001.1	4843528	-	299	99.0
JBJJSR010000001.1	4843821	-	323	91.0
JBJJSR010000001.1	4844255	+	352	85.0
JBJJSR010000001.1	4844827	-	291	1.02
JBJJSR010000001.1	4845128	+	402	99.0
JBJJSR010000001.1	4845424	-	15	94.57
JBJJSR010000001.1	4845426	+	37	79.44
JBJJSR010000001.1	4845427	-	219	90.0
JBJJSR010000001.1	4845789	-	294	1.01
JBJJSR010000001.1	4846266	-	274	1.08
JBJJSR010000001.1	4846389	-	218	1.36
JBJJSR010000001.1	4847084	+	405	74.0
JBJJSR010000001.1	4847532	-	228	86.0
JBJJSR010000001.1	4847750	-	28	3.45
JBJJSR010000001.1	4848263	+	396	100.0
JBJJSR010000001.1	4848549	+	287	2.33
JBJJSR010000001.1	4848713	+	367	2.13
JBJJSR010000001.1	4848782	+	390	76.0
JBJJSR010000001.1	4848895	-	278	3.12
JBJJSR010000001.1	4849230	-	342	2.56
JBJJSR010000001.1	4849255	-	314	95.0
JBJJSR010000001.1	4849372	-	277	3.75
JBJJSR010000001.1	4849613	-	70	1.41
JBJJSR010000001.1	4849787	+	337	88.0
JBJJSR010000001.1	4850905	+	346	86.0
JBJJSR010000001.1	4850926	-	342	2.01
JBJJSR010000001.1	4851374	-	316	63.0
JBJJSR010000001.1	4851388	-	10	96.58
JBJJSR010000001.1	4851390	+	10	96.98
JBJJSR010000001.1	4851746	-	8	97.53
JBJJSR010000001.1	4851748	+	16	94.82
JBJJSR010000001.1	4852116	+	312	64.0
JBJJSR010000001.1	4852248	-	349	1.41
JBJJSR010000001.1	4852251	-	317	2.16
JBJJSR010000001.1	4852350	-	362	1.36
JBJJSR010000001.1	4852599	-	360	1.37
JBJJSR010000001.1	4852634	-	304	1.29
JBJJSR010000001.1	4852881	-	346	1.42
JBJJSR010000001.1	4852908	+	411	3.75
JBJJSR010000001.1	4853065	+	345	86.0
JBJJSR010000001.1	4853088	+	397	75.0
JBJJSR010000001.1	4853156	+	317	1.24
JBJJSR010000001.1	4853210	+	345	86.0
JBJJSR010000001.1	4853654	-	342	3.12
JBJJSR010000001.1	4853859	+	364	1.88
JBJJSR010000001.1	4853969	-	310	4.91
JBJJSR010000001.1	4854286	-	349	85.0
JBJJSR010000001.1	4854426	-	67	74.72
JBJJSR010000001.1	4854428	+	34	88.67
JBJJSR010000001.1	4854429	-	12	95.12
JBJJSR010000001.1	4854431	+	86	72.08
JBJJSR010000001.1	4854440	+	396	1.25
JBJJSR010000001.1	4855051	+	33	2.94
JBJJSR010000001.1	4855225	+	324	61.0
JBJJSR010000001.1	4856442	-	349	1.69
JBJJSR010000001.1	4856564	+	410	1.91
JBJJSR010000001.1	4857043	-	15	93.31
JBJJSR010000001.1	4857045	+	23	89.73
JBJJSR010000001.1	4857113	+	266	1.12
JBJJSR010000001.1	4857275	+	375	3.1
JBJJSR010000001.1	4857511	+	348	1.97
JBJJSR010000001.1	4858379	-	337	88.0
JBJJSR010000001.1	4859340	+	346	1.42
JBJJSR010000001.1	4859409	-	348	1.42
JBJJSR010000001.1	4859940	-	376	1.57
JBJJSR010000001.1	4859997	+	333	60.0
JBJJSR010000001.1	4860876	-	9	97.3
JBJJSR010000001.1	4860878	+	16	94.7
JBJJSR010000001.1	4861306	+	335	1.18
JBJJSR010000001.1	4861622	+	291	68.0
JBJJSR010000001.1	4861708	+	357	83.0
JBJJSR010000001.1	4861749	-	191	1.04
JBJJSR010000001.1	4861856	+	400	2.44
JBJJSR010000001.1	4861915	-	303	66.0
JBJJSR010000001.1	4862071	-	211	1.33
JBJJSR010000001.1	4862085	-	305	65.0
JBJJSR010000001.1	4862186	+	398	75.0
JBJJSR010000001.1	4862227	+	406	98.0
JBJJSR010000001.1	4862356	-	16	93.07
JBJJSR010000001.1	4862358	+	28	91.03
JBJJSR010000001.1	4862404	+	339	88.0
JBJJSR010000001.1	4863460	-	332	60.0
JBJJSR010000001.1	4863496	-	241	82.0
JBJJSR010000001.1	4863577	+	392	2.73
JBJJSR010000001.1	4864463	-	291	1.69
JBJJSR010000001.1	4864888	+	309	1.9
JBJJSR010000001.1	4864963	-	313	63.0
JBJJSR010000001.1	4865022	-	141	1.39
JBJJSR010000001.1	4865253	-	329	2.07
JBJJSR010000001.1	4866026	-	295	1.01
JBJJSR010000001.1	4866193	+	363	82.0
JBJJSR010000001.1	4866283	-	296	67.0
JBJJSR010000001.1	4866836	-	331	90.0
JBJJSR010000001.1	4868161	+	365	1.08
JBJJSR010000001.1	4868310	-	150	66.0
JBJJSR010000001.1	4868400	-	307	65.0
JBJJSR010000001.1	4868437	+	333	60.0
JBJJSR010000001.1	4868541	+	233	85.0
JBJJSR010000001.1	4868724	-	361	82.0
JBJJSR010000001.1	4868933	+	266	2.89
JBJJSR010000001.1	4868939	-	327	61.0
JBJJSR010000001.1	4869026	+	355	1.66
JBJJSR010000001.1	4869064	-	290	68.0
JBJJSR010000001.1	4869374	-	261	1.12
JBJJSR010000001.1	4869398	-	260	1.52
JBJJSR010000001.1	4869468	-	336	2.6
JBJJSR010000001.1	4869757	-	371	80.0
JBJJSR010000001.1	4869809	-	7	87.72
JBJJSR010000001.1	4869811	+	7	98.06
JBJJSR010000001.1	4870047	+	274	2.49
JBJJSR010000001.1	4870135	+	364	2.15
JBJJSR010000001.1	4870862	+	299	99.0
JBJJSR010000001.1	4871146	+	345	4.7
JBJJSR010000001.1	4871183	+	290	68.0
JBJJSR010000001.1	4871215	-	332	1.19
JBJJSR010000001.1	4871313	-	371	2.36
JBJJSR010000001.1	4871483	-	364	1.09
JBJJSR010000001.1	4872315	-	371	2.62
JBJJSR010000001.1	4872553	+	364	1.08
JBJJSR010000001.1	4872727	+	214	91.0
JBJJSR010000001.1	4874097	-	305	2.87
JBJJSR010000001.1	4874273	-	9	97.41
JBJJSR010000001.1	4874275	+	21	91.6
JBJJSR010000001.1	4874579	-	32	89.91
JBJJSR010000001.1	4874581	+	16	95.05
JBJJSR010000001.1	4874743	-	403	98.0
JBJJSR010000001.1	4874959	+	323	62.0
JBJJSR010000001.1	4874965	-	388	1.77
JBJJSR010000001.1	4875562	+	325	91.0
JBJJSR010000001.1	4875710	-	383	78.0
JBJJSR010000001.1	4875724	-	326	1.21
JBJJSR010000001.1	4876093	+	364	1.09
JBJJSR010000001.1	4876596	-	340	1.45
JBJJSR010000001.1	4876681	-	343	87.0
JBJJSR010000001.1	4877134	+	363	82.0
JBJJSR010000001.1	4877417	-	15	95.4
JBJJSR010000001.1	4877419	+	27	91.0
JBJJSR010000001.1	4877426	-	375	1.06
JBJJSR010000001.1	4877537	+	373	2.86
JBJJSR010000001.1	4877557	+	352	85.0
JBJJSR010000001.1	4878110	+	392	76.0
JBJJSR010000001.1	4878128	-	281	70.0
JBJJSR010000001.1	4878130	+	324	3.25
JBJJSR010000001.1	4878157	+	362	82.0
JBJJSR010000001.1	4878262	+	364	82.0
JBJJSR010000001.1	4878458	+	344	1.71
JBJJSR010000001.1	4878676	-	413	96.0
JBJJSR010000001.1	4878736	+	351	1.13
JBJJSR010000001.1	4879118	+	402	99.0
JBJJSR010000001.1	4879160	+	299	99.0
JBJJSR010000001.1	4879296	-	392	1.26
JBJJSR010000001.1	4879642	+	341	2.28
JBJJSR010000001.1	4879711	-	8	97.57
JBJJSR010000001.1	4879713	+	9	97.49
JBJJSR010000001.1	4879741	-	404	98.0
JBJJSR010000001.1	4880045	-	390	76.0
JBJJSR010000001.1	4880108	-	377	4.07
JBJJSR010000001.1	4880228	+	382	4.26
JBJJSR010000001.1	4880837	-	339	2.3
JBJJSR010000001.1	4880909	-	328	3.81
JBJJSR010000001.1	4881115	+	418	71.0
JBJJSR010000001.1	4881355	-	24	4.0
JBJJSR010000001.1	4881874	+	406	98.0
JBJJSR010000001.1	4881919	-	326	91.0
JBJJSR010000001.1	4882357	-	11	96.18
JBJJSR010000001.1	4882359	+	6	97.26
JBJJSR010000001.1	4882490	+	405	98.0
JBJJSR010000001.1	4882605	+	332	60.0
JBJJSR010000001.1	4882698	-	325	1.22
JBJJSR010000001.1	4882765	+	311	95.0
JBJJSR010000001.1	4883038	-	326	1.21
JBJJSR010000001.1	4883303	-	12	91.04
JBJJSR010000001.1	4883305	+	15	95.59
JBJJSR010000001.1	4883363	-	13	95.82
JBJJSR010000001.1	4883365	+	7	98.1
JBJJSR010000001.1	4883469	+	353	4.07
JBJJSR010000001.1	4883486	-	21	93.0
JBJJSR010000001.1	4883488	+	6	98.37
JBJJSR010000001.1	4884516	+	395	1.74
JBJJSR010000001.1	4884642	-	335	1.18
JBJJSR010000001.1	4884698	+	320	62.0
JBJJSR010000001.1	4885205	-	10	97.04
JBJJSR010000001.1	4885207	+	7	97.53
JBJJSR010000001.1	4885523	-	410	73.0
JBJJSR010000001.1	4885673	-	10	96.91
JBJJSR010000001.1	4885675	+	11	96.13
JBJJSR010000001.1	4885688	-	324	12.16
JBJJSR010000001.1	4885783	+	400	1.72
JBJJSR010000001.1	4885994	-	263	4.01
JBJJSR010000001.1	4886499	+	54	1.82
JBJJSR010000001.1	4886514	-	21	4.55
JBJJSR010000001.1	4886678	-	332	60.0
JBJJSR010000001.1	4886720	-	334	60.0
JBJJSR010000001.1	4886831	+	344	1.15
JBJJSR010000001.1	4886968	-	370	1.07
JBJJSR010000001.1	4887002	+	391	1.26
JBJJSR010000001.1	4887337	+	424	70.0
JBJJSR010000001.1	4887542	+	348	1.97
JBJJSR010000001.1	4888071	-	383	78.0
JBJJSR010000001.1	4888112	-	388	1.02
JBJJSR010000001.1	4888349	-	331	60.0
JBJJSR010000001.1	4888903	+	366	2.4
JBJJSR010000001.1	4888942	+	296	99.0
JBJJSR010000001.1	4888943	-	408	73.0
JBJJSR010000001.1	4888990	-	399	1.24
JBJJSR010000001.1	4889131	-	397	1.24
JBJJSR010000001.1	4889137	-	360	1.1
JBJJSR010000001.1	4889367	+	416	72.0
JBJJSR010000001.1	4889524	+	293	68.0
JBJJSR010000001.1	4889617	-	265	75.0
JBJJSR010000001.1	4889691	+	424	93.0
JBJJSR010000001.1	4889766	+	397	3.41
JBJJSR010000001.1	4890024	+	37	2.63
JBJJSR010000001.1	4890130	+	367	3.4
JBJJSR010000001.1	4890150	+	372	9.49
JBJJSR010000001.1	4890467	-	405	73.0
JBJJSR010000001.1	4890685	+	391	1.01
JBJJSR010000001.1	4890692	+	443	89.0
JBJJSR010000001.1	4890785	-	419	71.0
JBJJSR010000001.1	4890787	+	398	1.49
JBJJSR010000001.1	4890892	+	408	97.0
JBJJSR010000001.1	4891024	+	387	1.02
JBJJSR010000001.1	4891044	+	30	3.23
JBJJSR010000001.1	4891147	+	332	88.0
JBJJSR010000001.1	4891286	-	9	97.54
JBJJSR010000001.1	4891288	+	19	92.75
JBJJSR010000001.1	4891471	+	47	2.08
JBJJSR010000001.1	4891684	-	9	96.81
JBJJSR010000001.1	4891686	+	17	95.06
JBJJSR010000001.1	4891948	-	25	91.8
JBJJSR010000001.1	4891950	+	44	84.56
JBJJSR010000001.1	4892026	-	17	94.44
JBJJSR010000001.1	4892028	+	35	84.78
JBJJSR010000001.1	4892046	-	292	4.89
JBJJSR010000001.1	4892068	-	406	73.0
JBJJSR010000001.1	4892251	-	385	1.53
JBJJSR010000001.1	4892322	+	412	2.82
JBJJSR010000001.1	4892354	+	418	1.65
JBJJSR010000001.1	4892362	-	356	1.66
JBJJSR010000001.1	4892431	-	370	1.07
JBJJSR010000001.1	4892529	+	345	1.14
JBJJSR010000001.1	4892593	-	20	93.29
JBJJSR010000001.1	4892595	+	18	94.39
JBJJSR010000001.1	4892642	-	380	77.0
JBJJSR010000001.1	4892991	+	362	1.09
